Console,GameName,Review,Score,Score_Category
PS4,Fist Of The North Star: Lost Paradise Review - Be The Tough Boy,great,8,High
PC,The Bard's Tale IV: Barrows Deep Review - Lament,poor,4,Low
NS,Final Fantasy XV: Pocket Edition HD Review - Nintendo Switch,good,7,Medium
"XONE, PS4, NS",Dragon Ball FighterZ Review: The Fast And The Furious,superb,9,High
PS4,PES 2019 Review,superb,9,High
PS4,Telltale's The Walking Dead: The Final Season Episode 2 Review,great,8,High
"PC, PS4, XONE",Life Is Strange 2: Episode 1 Review - What Doesn't Kill Us,superb,9,High
PS4,Transference Review - In Another World,good,7,Medium
PC,Star Control: Origins Review - Space Oddity,fair,6,Medium
"PC, NS",Broken Sword 5: The Serpent's Curse Review,great,8,High
NS,The Gardens Between Review - Dance Among The Stars,great,8,High
"XONE, PS4",NHL 19 Review - A Barnburner,great,8,High
NS,Wasteland 2: Director's Cut Nintendo Switch Review,great,8,High
PS4,Zone Of The Enders: The 2nd Runner - MARS Review,mediocre,5,Low
"PC, MAC, PS4, NS",Undertale Review - Nintendo Switch Update,superb,9,High
NS,Nintendo Labo Vehicle Kit Review: The Most Fun Labo Yet,good,7,Medium
PC,Lamplight City Review - Cold Case,fair,6,Medium
PC,Frozen Synapse 2 Review - Cool-Headed,great,8,High
PS4,428: Shibuya Scramble Review - When Fates Collide,great,8,High
PS4,"NBA 2K19 Review - Another Year, Another Baller",good,7,Medium
"PS4, XONE, PC, NS",Valkyria Chronicles 4 Review - Soar High,great,8,High
"PS4, PC, XONE",Shadow Of The Tomb Raider Review - Guerilla Girl,fair,6,Medium
"PS4, XONE",NBA Live 19 Review - Dribbling Forward,good,7,Medium
PC,Two Point Hospital Review - Laughter Is The Best Medicine,great,8,High
PS4,Marvel's Spider-Man PS4 Review: Amazing Fantasy,superb,9,High
XONE,Strange Brigade Review - Co-op With Style,good,7,Medium
NS,Planet Alpha Review: A Beautiful Planet,good,7,Medium
PC,Donut County Review: Pit Falls,fair,6,Medium
NS,Little Dragons Cafe Review - Dragging On,fair,6,Medium
"PC, NS",Into The Breach Review: A Mechanized Masterpiece,superb,9,High
TG16,Vigilante Review,terrible,2,Very Low
"PC, NS",The Messenger Review: Shuriken Sharp,great,8,High
PC,The Golf Club 2019 Review,great,8,High
NS,Hollow Knight Review - An Exceptional Adventure,superb,9,High
NS,Monster Hunter Generations Ultimate Review - A Formidable Beast,good,7,Medium
PS4,F1 2018 Review - Victory Lap,superb,9,High
PC,Death's Gambit Review - A Maddening Mission,fair,6,Medium
PC,The King's Bird Review: A Rocky Flight,mediocre,5,Low
PS4,Guacamelee 2 Review - Ready For A Challenge,superb,9,High
PS4,H1Z1 Battle Royale PS4 Review: All Kills No Frills,good,7,Medium
PS4,The Walking Dead - The Final Season Episode 1: Done Running Review,great,8,High
PC,Phantom Doctrine Review: Tactical Espionage Action,superb,9,High
PC,Flipping Death Review: Scythe Life,good,7,Medium
XONE,Madden NFL 19 Review,great,8,High
PC,We Happy Few Review,poor,4,Low
PC,Unavowed Review: Dressed To Possess,superb,9,High
"PS4, PC",Monster Hunter World Review - Deadliest Catch,great,8,High
NS,Overcooked 2 Review - A Great Second Course,great,8,High
"PS4, XONE, NS, PC",Dead Cells Review: Rise From Your Grave,superb,9,High
PS4,No Man's Sky Review,good,7,Medium
"PC, PS4, XONE",No Man's Sky Next Review: You Are Not Alone,great,8,High
3DS,WarioWare Gold Review - Worth Its Weight,great,8,High
PC,The Banner Saga 3 Review,great,8,High
"NS, PS4",Mega Man X Legacy Collection 1 + 2 Review: Mega Museum,great,8,High
XONE,Earthfall Review: An Inferior Invasion,poor,4,Low
NS,Semblance Review,good,7,Medium
"PS4, XONE, PC",Mothergunship Review: Bullet-Hell Extravaganza,great,8,High
NS,20XX Review - Robot Generation,good,7,Medium
PS4,Fighting EX Layer Review: One-On-One Fun,great,8,High
NS,Captain Toad: Treasure Tracker Nintendo Switch Review: Time For Adventure,great,8,High
"PS4, XONE, PC, NS",Sonic Mania Plus Review - Encore! Encore!,superb,9,High
"PS3, VITA, PS4",Rainbow Skies Review: Rainbow in the Dark,mediocre,5,Low
PS4,The Crew 2 Review - On The Road Again,great,8,High
NS,Wolfenstein 2: The New Colossus Nintendo Switch Review,great,8,High
PC,Wreckfest Review: Crashing The Party,superb,9,High
"NS, PS4, XONE, PC",Lumines Remastered: Groove Is In The Heart,great,8,High
"PS4, NS, XONE, PC",Crash Bandicoot N Sane Trilogy Review: Marsupial Makeover,fair,6,Medium
NS,Mario Tennis Aces Review: Aim High,good,7,Medium
"PC, PS4, XONE",Nier: Automata Review,superb,9,High
"XONE, PS4, PC",The Awesome Adventures Of Captain Spirit - Mind Over Matter,great,8,High
"PS4, PC, XONE",Jurassic World Evolution Review: Life Finds A Way,good,7,Medium
"PS4, XONE, PC",Unravel 2 Review: Partners In Twine,great,8,High
"PC, PS4",Moonlighter Review: Open For Business,good,7,Medium
NS,Sushi Striker: The Way Of Sushido Review - Cartoon Cuisine Combat,good,7,Medium
"PC, NS","West Of Loathing Review: Wild, Wild West",great,8,High
"NS, PS4",BlazBlue: Cross Tag Battle Review - The Tag Team Dream,superb,9,High
PS4,Onrush Review: Push It To The Limit,superb,9,High
PC,Golem Review: Hidden In Plain Sight,mediocre,5,Low
"PS4, PC",Vampyr Review: The City That Never Sleeps,good,7,Medium
PC,Yoku’s Island Express Review: A Breath of Fresh Air,superb,9,High
3DS,Dillon's Dead-Heat Breakers Review: Running On Fumes,fair,6,Medium
PC,The Forest Review: Are You Afraid Of The Dark?,great,8,High
PC,Agony Review: A Captivating Disappointment,bad,3,Very Low
"XONE, NS, PC, PS4",Street Fighter 30th Anniversary Collection Review - Keep The Past Alive,great,8,High
PC,"Quarantine Circular Review: Who Are We, Really?",good,7,Medium
"XONE, PC",Conan Exiles Review: Dull And Dense,bad,3,Very Low
NS,Wizard Of Legend Review: Fast-Paced Action,good,7,Medium
PS4,Detroit: Become Human Review - To Err Is Human,good,7,Medium
"NS, PC",Runner 3 Review: A Bit Of A Trip,good,7,Medium
"XONE, PC",State Of Decay 2 Review: The Limping Dead,mediocre,5,Low
NS,Hyrule Warriors: Definitive Edition Review - The Great Zelda Spin-Off Is Back,great,8,High
"PC, NS",Framed Collection Review - Worth A Thousand Words,good,7,Medium
"PC, XONE, PS4, NS",Battle Chasers Nightwar Review: Switch It Up,great,8,High
"PC, PS4",Battle Chasers: Nightwar Review,fair,6,Medium
PC,FAR: Lone Sails Review: Come Sail Away,great,8,High
PS4,Destiny 2: Warmind Review - Back To Work,fair,6,Medium
PC,Pillars Of Eternity 2: Deadfire Review - A Pirate's Life For Me,great,8,High
PC,Battletech Review: A Tactical PC Game That Will Mech Your Day,great,8,High
PC,"Total War Saga: Thrones Of Britannia Review - Rule, Britannia",great,8,High
"XONE, PS4, PC",City of Brass Review - Hidden Treasure,good,7,Medium
NS,Nintendo Labo Review: Variety Kit And Robot Kit,good,7,Medium
NS,Donkey Kong Country: Tropical Freeze Review - A Blast From The Past,superb,9,High
WIIU,Donkey Kong Country: Tropical Freeze Review,fair,6,Medium
NS,Jotun: Valhalla Edition Switch Review - A Slight Downgrade,good,7,Medium
PC,"Frostpunk Review: Damned If You Do, Damned If You Don't",superb,9,High
XONE,The Invisible Hours Review: From Every Angle,good,7,Medium
"PS4, PC",The Swords Of Ditto Review: One Good Turn Deserves Another,good,7,Medium
3DS,The Alliance Alive Review: A Change Of Pace,great,8,High
"PC, XONE, PS4",Life Is Strange: Before The Storm Review - Keep the Good Times Rolling,great,8,High
PS4,Yakuza 6: The Song Of Life Review: Tokyo Drifter,great,8,High
PS4,"God Of War Review: Out With The Old, In With The New",superb,9,High
NS,Penny-Punching Princess Review: In For A Pound,fair,6,Medium
"PC, XONE, PS4",Extinction Review - A Giant Mess,poor,4,Low
PC,Fortnite: Battle Royale Review - Laying The Foundation,great,8,High
"PS4, XONE",Far Cry 5 Review: Rocky Mountain High,superb,9,High
"PC, PS4",Minit Review - Gone In 60 Seconds,great,8,High
PC,Kerbal Space Program: Making History Review - Shoot For The Mun,good,7,Medium
PC,Orwell: Ignorance Is Strength Review - Staunch Surveillance,fair,6,Medium
PS4,MLB The Show 18 Review: A Home Run,superb,9,High
XONE,Sea Of Thieves Review: Set Sail With Trepidation,fair,6,Medium
NS,Bridge Constructor Portal Review,poor,4,Low
PS4,Batman: The Enemy Within Episode 5 Review - No More Joking Around,superb,9,High
PC,H1Z1 Review: Still On The Ground Floor,fair,6,Medium
PC,Ni No Kuni 2: Revenant Kingdom Review - A Regal Joyride,great,8,High
PS4,A Way Out Review: You Can't Have One Without The Other,fair,6,Medium
3DS,"Detective Pikachu Review: Elementary, My Dear Watt-son",good,7,Medium
PS4,Attack on Titan 2 Review: Colossal Action,great,8,High
PC,Surviving Mars Review: Building The Final Frontier,great,8,High
PS4,Bravo Team Review: Back To Basics,poor,4,Low
NS,Kirby Star Allies Review: Take It Easy,great,8,High
PS4,The 25th Ward: The Silver Case Review: Obstruction Of Justice,fair,6,Medium
PC,Pit People Review,good,7,Medium
PS4,Q.U.B.E. 2 Review: Think Inside The Box,good,7,Medium
PS4,Gravel Review: Slow And Steady Doesn't Win The Race,mediocre,5,Low
"PS4, NS",Mulaka Review: Of Myth And Monsters,good,7,Medium
3DS,Mario & Luigi: Superstar Saga + Bowser's Minions Review,great,8,High
"PS4, XONE, PC, NS",Pac-Man: Championship Edition 2 Review,great,8,High
PS4,Metal Gear Survive Review: Too Harsh To Enjoy,mediocre,5,Low
PC,Where The Water Tastes Like Wine Review: Hard Travelin',fair,6,Medium
PS4,Moss Review: Tiny Triumph,great,8,High
NS,Payday 2 Switch Review: Mo' Money Mo' Problems,mediocre,5,Low
"PC, PS3, X360",Payday 2 Review,good,7,Medium
PC,Age Of Empires: Definitive Edition Review: Antique Revival,fair,6,Medium
"PC, XONE, PS4",Kingdom Come: Deliverance Review: The Past Comes At You Fast,great,8,High
NS,Fe Review: Strike A Chord,good,7,Medium
PS4,"Secret Of Mana Review: Where Secrets Go, Trouble Follows",fair,6,Medium
PC,Rust Review: Life Is Fleeting,bad,3,Very Low
PC,Attack Of The Earthlings Review: The Tables Have Turned,good,7,Medium
NS,Aegis Defenders Review,poor,4,Low
"WIIU, NS",Bayonetta 2 Review,essential,1,Very Low
PS4,Dynasty Warriors 9 Review: A New World,good,7,Medium
"PC, NS",Owlboy Review: A Heartfelt Tale,superb,9,High
NS,The Longest Five Minutes Review: The Power Of Memories,fair,6,Medium
PC,Crossing Souls Review: Stuck In The Past,fair,6,Medium
3DS,Radiant Historia Perfect Chronology Review: Time After Time After Time,great,8,High
PC,Civilization 6: Rise And Fall Review: A New Era,great,8,High
NS,Dragon Quest Builders Review: Working The Land,great,8,High
"NS, PC",Dandara Review: Off The Wall,good,7,Medium
PS4,Dissidia Final Fantasy NT Review: A Messy Mashup,mediocre,5,Low
PS4,"UFC 3 Review: A Tense, Exciting, And Dynamic Recreation Of MMA",great,8,High
"PS4, PC, NS",Night In The Woods Review,superb,9,High
PC,OK K.O.! Let's Play Heroes Review: Pulling Punches,fair,6,Medium
PS4,Shadow Of The Colossus Review: A Timeless Classic,superb,9,High
PC,Subnautica Review: A Water Wonderland,superb,9,High
PS4,Lost Sphear Review: Short Of The Mark,fair,6,Medium
NS,Celeste Review: More Than Just A Great Platformer,superb,9,High
PS4,MLB The Show 17 Review,great,8,High
"PS4, VITA",Iconoclasts Review,superb,9,High
PS4,The Inpatient Review,great,8,High
PS4,AO Tennis Review,bad,3,Very Low
PC,The Red Strings Club Review,superb,9,High
"PS4, XONE, PC",Batman: The Enemy Within - Episode 4: What Ails You Review,superb,9,High
"PC, PS4",Street Fighter 5: Arcade Edition Review,superb,9,High
PC,Spellforce 3 Review,good,7,Medium
"NS, PC",Tiny Metal Review,good,7,Medium
NS,Brawlout Review,mediocre,5,Low
PC,L.A. Noire: The VR Case Files Review,great,8,High
PC,PlayerUnknown's Battlegrounds Review,great,8,High
PC,Hello Neighbor Review,bad,3,Very Low
"PC, NS",Gorogoa Review,great,8,High
NS,The Legend of Zelda: Breath Of The Wild - The Champions' Ballad Review,great,8,High
PC,Rumu Review,good,7,Medium
PS4,Destiny 2: Curse Of Osiris Review,mediocre,5,Low
PS4,Steep: Road To The Olympics Review,good,7,Medium
PS4,Doom VFR Review,good,7,Medium
NS,Xenoblade Chronicles 2 Review,good,7,Medium
"PC, PS4, NS",Rive Review,great,8,High
PC,Batman: The Enemy Within - Episode 3: Fractured Mask Review,great,8,High
NS,LA Noire Switch Review,good,7,Medium
"PS4, XONE, PC",Star Wars Battlefront II Review,fair,6,Medium
"3DS, 3DS",Pokemon Ultra Sun And Ultra Moon Review,great,8,High
PC,Football Manager 2018 Review,superb,9,High
NS,The Elder Scrolls V: Skyrim Switch Review,great,8,High
PS4,Ashes Cricket Review,good,7,Medium
PS4,Lego Marvel Super Heroes 2 Review,good,7,Medium
NS,Doom Switch Review,good,7,Medium
PS4,GT Sport Review,great,8,High
PC,Hand Of Fate 2 Review,great,8,High
NS,Rocket League Switch Review,superb,9,High
"PS4, XONE, NS, PC",Sonic Forces Review,mediocre,5,Low
3DS,Etrian Odyssey 5: Beyond The Myth Review,great,8,High
NS,Spelunker Party Review,fair,6,Medium
PS4,Steven Universe: Save the Light Review,fair,6,Medium
"PS4, XONE",Need For Speed Payback Review,mediocre,5,Low
PS4,Oure Review,mediocre,5,Low
PS4,Horizon: Zero Dawn - The Frozen Wilds Review,great,8,High
"XONE, PS4",Call Of Duty: WWII Review,superb,9,High
"XONE, PC, XONE",Super Lucky's Tale Review,fair,6,Medium
"PS4, PC, XONE",Wolfenstein 2: The New Colossus Review,superb,9,High
PS4,Life Is Strange: Before The Storm - Episode 2 - Brave New World Review,good,7,Medium
PS4,Megaton Rainfall Review,good,7,Medium
PS4,The Mummy Demastered Review,good,7,Medium
NS,Super Mario Odyssey Review,essential,1,Very Low
"PS4, XONE, PC, XONE, PC, PS4",Assassin's Creed Origins Review,good,7,Medium
PC,Arktika.1 Review,good,7,Medium
"PS4, XONE, PC",Destiny 2 Review,great,8,High
NS,Golf Story Review,great,8,High
PS4,Elex Review,poor,4,Low
"PS4, XONE, PC",WWE 2K18 Review,mediocre,5,Low
NS,Fire Emblem Warriors Review,fair,6,Medium
"XONE, PC, PS4",South Park: The Fractured But Whole Review,great,8,High
"PC, XONE, PS4",The Evil Within 2 Review,great,8,High
PC,The Flame in the Flood Review,great,8,High
"PC, PS4, NS",Stardew Valley Review,superb,9,High
PC,A Hat In Time Review,good,7,Medium
PS4,Gundam Versus Review,good,7,Medium
"PS4, NS",Axiom Verge Review,great,8,High
NS,FIFA 18 Nintendo Switch Review,mediocre,5,Low
PC,Batman - The Enemy Within: The Enigma - Episode 1 Review,great,8,High
PC,Batman: The Enemy Within - Episode 2: The Pact Review,great,8,High
"XONE, PC, XONE",Forza Motorsport 7 Review,great,8,High
"PS4, XONE",NBA Live 18 Review,good,7,Medium
SNES,Star Fox 2 Review,mediocre,5,Low
"PS4, VITA",Danganronpa V3: Killing Harmony Review,good,7,Medium
PS4,WRC 7 Review,good,7,Medium
PC,Figment Review,good,7,Medium
"PS4, NS, XONE",NBA 2K18 Review,great,8,High
PC,Total War: Warhammer 2 Review,superb,9,High
PC,Ruiner Review,great,8,High
"NS, PC",SteamWorld Dig 2 Review,superb,9,High
"XONE, PC, PS4",FIFA 18 Review,good,7,Medium
PS4,Project Cars 2 Review,good,7,Medium
"XONE, PS4",Marvel Vs. Capcom: Infinite Review,great,8,High
"PC, PS4",Tooth And Tail Review,great,8,High
PS4,NHL 18 Review,good,7,Medium
PC,Echo Review,great,8,High
"PC, PS4, PS3, X360, XONE",PES 2018 Review,great,8,High
"PS4, XONE, PC, XONE, PC, PS4",Dishonored: Death Of The Outsider Review,great,8,High
PS4,Don't Knock Twice Review,mediocre,5,Low
PS4,Ys VIII: Lacrimosa Of Dana Review,great,8,High
PC,ARK: Survival Evolved Review,fair,6,Medium
3DS,Metroid: Samus Returns Review,superb,9,High
PS4,Knack 2 Review,good,7,Medium
PS4,Everybody's Golf Review,great,8,High
PC,XCOM 2: War Of The Chosen Review,superb,9,High
PC,Life Is Strange: Before The Storm - Episode 1 - Awake Review,great,8,High
PS4,Warriors All-Stars Review,good,7,Medium
PS4,Last Day Of June Review,fair,6,Medium
PC,Absolver Review,great,8,High
NS,Mario + Rabbids: Kingdom Battle Review,superb,9,High
"PS4, PC",F1 2017 Review,superb,9,High
PC,Distrust Review,good,7,Medium
"XONE, PS4",Madden NFL 18 Review,superb,9,High
PC,Guardians Of The Galaxy - Episode 3: More Than A Feeling Review,fair,6,Medium
PS4,Yonder: The Cloud Catcher Chronicles Review,fair,6,Medium
XONE,The Pillars Of The Earth Review,good,7,Medium
"PC, PS4, NS, XONE",Thumper Review,superb,9,High
"PS4, PS4",Uncharted: The Lost Legacy Review,superb,9,High
PC,Observer Review,superb,9,High
PC,The Long Dark Review,fair,6,Medium
PS4,Agents Of Mayhem Review,poor,4,Low
PS4,Matterfall Review,fair,6,Medium
PC,Lawbreakers PC Review,great,8,High
PS4,Lawbreakers PS4 Review,good,7,Medium
PC,Gigantic Review,great,8,High
"PC, PS4",Mega Man Legacy Collection 2 Review,fair,6,Medium
PS4,Rez Infinite Review,superb,9,High
PC,Redeemer Review,fair,6,Medium
"PC, XONE",Tacoma Review,good,7,Medium
3DS,Miitopia Review,mediocre,5,Low
PC,For Honor Review,great,8,High
PC,Sundered Review,great,8,High
3DS,Hey Pikmin Review,fair,6,Medium
"PS4, PC",Pyre Review,superb,9,High
NS,Splatoon 2 Review,great,8,High
PC,Diablo 3: Rise Of The Necromancer Review,good,7,Medium
PC,Final Fantasy 14: Stormblood Review,great,8,High
PS4,Final Fantasy 12: The Zodiac Age Review,superb,9,High
PC,Rakuen Review,good,7,Medium
PC,The Mage's Tale Review,poor,4,Low
PS4,Get Even Review,good,7,Medium
3DS,Ever Oasis Review,good,7,Medium
PS4,Valkyria Revolution Review,fair,6,Medium
PC,Cities: Skylines - Mass Transit Review,great,8,High
PS4,Star Trek: Bridge Crew Review,fair,6,Medium
PS4,Nex Machina Review,superb,9,High
PC,Impact Winter Review,fair,6,Medium
PC,Reservoir Dogs: Bloody Days Review,poor,4,Low
PC,The Fidelio Incident Review,fair,6,Medium
PC,Guardians Of The Galaxy - Episode 2: Under Pressure Review,good,7,Medium
PC,The Walking Dead: A New Frontier - Episode Five: Under the Gallows Review,fair,6,Medium
XONE,The Town Of Light Review,poor,4,Low
PC,Steel Division: Normandy '44 Review,great,8,High
NS,Arms Review,good,7,Medium
PS4,Wipeout Omega Collection Review,superb,9,High
PS4,Dirt 4 Review,superb,9,High
"XONE, PC, PS4",Tekken 7 Review,great,8,High
"PC, PS4, XONE",Friday The 13th: The Game Review,poor,4,Low
"PC, XONE",Tokyo 42 Review,good,7,Medium
XBOX,The Elder Scrolls III: Morrowind Review,great,8,High
PC,Perception Review,mediocre,5,Low
"PC, PS4",Danger Zone Review,fair,6,Medium
PS4,Rime Review,fair,6,Medium
PC,Endless Space 2 Review,great,8,High
PS4,Call Of Duty: Black Ops 3 Zombies Chronicles Review,great,8,High
PS4,Birthdays The Beginning Review,mediocre,5,Low
PC,Mages of Mystralia Review,fair,6,Medium
PS4,Farpoint Review,good,7,Medium
PC,The Surge Review,good,7,Medium
PS4,Prey Review,fair,6,Medium
3DS,Fire Emblem Echoes: Shadows of Valentia Review,superb,9,High
"XONE, PS4",Injustice 2 Review,superb,9,High
XONE,NBA Playgrounds Review,fair,6,Medium
PC,Strafe Review,great,8,High
PC,Expeditions: Viking Review,fair,6,Medium
"PC, PS4",Super Rude Bear Resurrection Review,superb,9,High
PC,Pinstripe Review,mediocre,5,Low
NS,Tumbleseed Review,fair,6,Medium
PC,Little Nightmares Review,great,8,High
PC,Syberia 3 Review,poor,4,Low
PC,The Walking Dead: A New Frontier - Episode Four: Thicker Than Water Review,good,7,Medium
